epoch,cls_loss,transfer_loss,total_loss,test_loss,test_acc
1.0,0.1430161543446593,0.0002517133936180471,0.14553328808769583,0.5844177199821723,81.21869659423828
2.0,0.013776462749694475,0.00034666408492194025,0.01724310359591618,0.7248306941044959,80.96827697753906
3.0,0.009341854322294238,0.0002918909477884881,0.012260763801634312,0.7108131662795418,81.8030014038086
4.0,0.005093567685340531,0.0002487936630132026,0.007581504315137863,0.6338580254661409,84.5575942993164
5.0,0.0038373979678726754,0.000212284459885268,0.0059602425491902975,0.6383720154040738,83.80634307861328
6.0,0.002880106176045956,0.0001838978815867449,0.00471908497903496,0.6798207046169984,84.05675506591797
7.0,0.003092082353512524,0.00016433833058545133,0.004735465661389753,0.6980840010862601,84.5575942993164
8.0,0.003408294790046057,0.0001599790037762432,0.005008084815344773,0.6729760560158052,84.3906478881836
9.0,0.0018378363403608092,0.00014017963648075237,0.003239632709068246,0.6487543009417621,84.80801391601562
10.0,0.0022574885579233523,0.00013610283351954422,0.0036185169006930666,0.6612361695029234,85.14189910888672
11.0,0.0013819367888645501,0.0001316230335687578,0.0026981671134708447,0.6922498729668165,84.80801391601562
12.0,0.0013172981422685552,0.0001209509918517142,0.002526808067050297,0.7058748195045873,84.5575942993164
13.0,0.0016898889181757113,0.00011874809269647812,0.0028773698432487437,0.7033608069545344,84.72454071044922
14.0,0.001432079831865849,0.00010800575197572471,0.0025121373534202577,0.6858423618893874,84.89148712158203
15.0,0.001166944798649638,0.0001024602664365375,0.0021915474620182065,0.7018988272665363,84.9749526977539
16.0,0.0013801201500027672,9.756165125145344e-05,0.002355736663739663,0.7012921756035403,84.80801391601562
17.0,0.0015369672447850462,9.827312009110756e-05,0.0025196984348003753,0.7338917008356044,84.30717468261719
18.0,0.0018691661630728048,9.454341284254042e-05,0.0028146002966095694,0.726740670635512,84.64106750488281
19.0,0.0010964217966102296,8.987500909279333e-05,0.0019951718866941517,0.7008620537817478,84.72454071044922
20.0,0.0020718973470648053,9.023369258829916e-05,0.0029742342496756466,0.7195327289794621,84.80801391601562
-,-,-,-,-,85.14189910888672
