epoch,cls_loss,transfer_loss,total_loss,test_loss,test_acc
1.0,0.2230909163095057,0.11319573307037353,0.279688782826066,0.4712129552897654,82.55425262451172
2.0,0.045837622152641415,0.09513398694992066,0.09340461552515626,0.4198685262940432,86.39398956298828
3.0,0.036036218833178285,0.0967984790802002,0.08443545844033361,0.5057241376979571,84.9749526977539
4.0,0.02683927856385708,0.09431049251556396,0.0739945247285068,0.5132501827258813,85.89315032958984
5.0,0.020265720635652542,0.0939700117111206,0.06725072655081749,0.447158318674682,86.72787475585938
6.0,0.016398030765354635,0.08872867012023926,0.06076236587017775,0.43080187701669176,87.5625991821289
7.0,0.018454969915095716,0.08933391952514648,0.06312192948907613,0.50139293623598,86.89482116699219
8.0,0.014189372124616057,0.0866219334602356,0.05750033893063664,0.45364157982954856,87.22871398925781
9.0,0.011923333548475057,0.08128436660766601,0.052565517015755174,0.45050684350395676,87.89649200439453
10.0,0.011909915163647384,0.08426568984985351,0.05404276009276509,0.4628986409424167,87.1452407836914
11.0,0.010220368521753698,0.08165252590179443,0.05104663141071796,0.47242146024578496,87.22871398925781
12.0,0.010953353366581722,0.07858979511260987,0.05024825083091855,0.3826525526023225,88.89816284179688
13.0,0.010111728968564422,0.07640996360778808,0.04831671076640487,0.4235844899361071,88.48079681396484
14.0,0.010185392186045647,0.07963244676589966,0.050001615663990376,0.551187618145425,86.47746276855469
15.0,0.009118557285517455,0.07741584634780883,0.047826480373740196,0.3848863934460831,88.89816284179688
16.0,0.009829642612952738,0.07700555896759033,0.048332422059029344,0.4388968947490579,88.48079681396484
17.0,0.008701253708451987,0.07459151649475097,0.04599701202660799,0.457704059779644,88.31385040283203
18.0,0.007849374200217425,0.07058204984664918,0.043140399139374494,0.4247134688898529,89.31552124023438
19.0,0.009965051699895412,0.07406748533248901,0.04699879436381161,0.4106764713008153,89.5659408569336
20.0,0.008569155016448348,0.07552205419540406,0.046330182077363134,0.416211976130542,89.31552124023438
-,-,-,-,-,89.5659408569336
