epoch,cls_loss,transfer_loss,total_loss,test_loss,test_acc
1.0,0.11802411583007778,0.6202240753769874,0.7382481915950775,0.6033835669881419,83.13856506347656
2.0,0.015554084607931146,0.5116523695290088,0.5272064538896084,0.6408578298593822,85.39231872558594
3.0,0.009576935941128795,0.4938482148945332,0.5034251510202885,0.6595288419017666,84.9749526977539
4.0,0.006752154527282983,0.5897798887491226,0.5965320436358452,0.9302001563145926,85.55926513671875
5.0,0.007667115814547288,0.6622619605660438,0.6699290760755539,0.841592948687704,88.31385040283203
6.0,0.004335210586741595,0.6674323532581329,0.6717675627470017,1.07067919698985,87.97996520996094
7.0,0.003922205968903654,0.6754357578754425,0.6793579638004303,1.0044929887119092,87.72954559326172
8.0,0.0032424950024878855,0.6821336629390716,0.6853761566877365,1.2257673743347128,87.4791259765625
9.0,0.004524289075987327,0.6847562618255615,0.6892805501222611,1.1349172921557176,87.64607238769531
10.0,0.003733022539880949,0.6833855270147323,0.687118547797203,1.1784128578085649,87.97996520996094
11.0,0.0035176567205380707,0.6833378684520721,0.6868555233478546,1.293222384162762,86.9782943725586
12.0,0.003127224375792139,0.6883602621555328,0.6914874871969223,1.2733679046168138,87.81301879882812
13.0,0.0032677177853720424,0.6900766185522079,0.6933443349599838,1.243532541943224,88.31385040283203
14.0,0.0027105879871814976,0.6895304672718048,0.6922410559654236,1.1409171045402458,88.31385040283203
15.0,0.0028272331444140946,0.6901906433105469,0.6930178761482239,1.2513436586350988,87.5625991821289
16.0,0.002546020219541788,0.6906171765327453,0.6931631977558136,1.2794494043643538,87.81301879882812
17.0,0.003556010521070675,0.6931132198572159,0.6966692299842835,1.3728012262206328,87.89649200439453
18.0,0.0018086149659102375,0.6902010575532913,0.6920096724033356,1.4391449604391757,87.4791259765625
19.0,0.0017984195983071914,0.6919316362142562,0.693730056643486,1.3910720937542225,86.9782943725586
20.0,0.00174187749988414,0.6928501400947571,0.6945920190811157,1.5092190653085709,87.39566040039062
-,-,-,-,-,88.31385040283203
