epoch,cls_loss,transfer_loss,total_loss,test_loss,test_acc
1.0,0.08158982349728466,0.006783941145622521,0.08498179411934689,0.7187224901036212,83.30550384521484
2.0,0.007975282956271259,0.01565252378070727,0.015801544839981942,0.6155906948015878,87.39566040039062
3.0,0.005734684246650431,0.018726961414329706,0.015098165017552673,0.627305702551415,86.89482116699219
4.0,0.00302559578162618,0.019255995204206556,0.012653593389317394,0.6130832799367214,87.89649200439453
5.0,0.002679791326838313,0.020802772495895624,0.01308117756480351,0.6004051938652992,87.4791259765625
6.0,0.0029816983124474066,0.022589856467209755,0.014276626544073225,0.5827405972308234,88.31385040283203
7.0,0.0036187952327891254,0.02290609496831894,0.015071842720732092,0.5041111397164825,88.81468963623047
8.0,0.003361643143813126,0.020143645125441253,0.013433465731330215,0.5100741954642887,89.6494140625
9.0,0.0029511565666180102,0.018255910069681705,0.012079111584462225,0.4849382828060219,90.1502456665039
10.0,0.0022809399102116,0.01701503568235785,0.010788457783870399,0.5007526740787158,90.23371887207031
11.0,0.00222494011989329,0.0166213582996279,0.010535619281698019,0.5122279733125317,89.6494140625
12.0,0.0019002197918016463,0.01649344962462783,0.010146944602020085,0.5306045514972586,89.6494140625
13.0,0.002232297229231335,0.016549505147151648,0.010507049803622067,0.5511087669843906,89.9832992553711
14.0,0.001820208577089943,0.015170045693404972,0.00940523142600432,0.5437396118864662,90.0667724609375
15.0,0.0014112945689121262,0.014618163634091616,0.008720376385841519,0.5502854692106331,89.9832992553711
16.0,0.0020004682594444603,0.015574173022992908,0.00978755475115031,0.5629671235250211,89.7328872680664
17.0,0.0016548401348991319,0.014718220986425877,0.009013950641732663,0.5305655548643124,89.48246765136719
18.0,0.0027582953253295272,0.015663183179683984,0.010589886936359108,0.5743273740609813,88.73121643066406
19.0,0.002821955690858886,0.015411893383599818,0.010527902371250094,0.5271416096335375,90.40066528320312
20.0,0.002196441326639615,0.01551774910883978,0.009955315913073718,0.5461569960645744,90.23371887207031
-,-,-,-,-,90.40066528320312
