epoch,cls_loss,transfer_loss,total_loss,test_loss,test_acc
1.0,0.3181219371097783,-3.4748258344332377,-3.1567038989067076,1.2470672412922508,73.95658874511719
2.0,0.07753658827595548,-3.8862794629732766,-3.8087428720792134,1.5123011642380764,76.7946548461914
3.0,0.03914658318277967,-3.9219519877433777,-3.8828054014841715,1.828767874523213,75.04173278808594
4.0,0.026346435509476577,-3.9381139715512594,-3.91176752726237,2.2574003730949603,75.54257202148438
5.0,0.026417911005419608,-3.946872972647349,-3.920455057621002,2.2025527907045266,76.3772964477539
6.0,0.013650187135918562,-3.9509421467781065,-3.9372919527689616,2.269276228390242,76.3772964477539
7.0,0.014529828540328112,-3.956503115495046,-3.9419732840855914,2.347146948701457,77.96327209472656
8.0,0.009516841770295745,-3.9632940324147543,-3.953777196407318,2.3161278445469704,77.87979888916016
9.0,0.009120896093420115,-3.959003477891286,-3.9498825812339784,2.7689088802588615,77.87979888916016
10.0,0.016859609452920025,-3.95876455783844,-3.941904943784078,2.62273995838079,76.87812805175781
11.0,0.010574452629943493,-3.962227245171865,-3.951652793089549,2.3154862962271037,78.63105010986328
12.0,0.010753181341056179,-3.9635756842295327,-3.9528224992752077,2.7148778501309847,78.29715728759766
13.0,0.016431635964584957,-3.9644479091962177,-3.948016274770101,2.7050579735323,78.21368408203125
14.0,0.006474723498380935,-3.966315797170003,-3.9598410733540854,2.8422787863957253,77.79632568359375
15.0,0.009895546386537927,-3.9683783864974975,-3.958482839266459,2.7276048605379306,77.87979888916016
16.0,0.00596521400898199,-3.971708532174428,-3.9657433183987933,2.657439071881144,78.29715728759766
17.0,0.005333175723201642,-3.9726385180155437,-3.96730535586675,2.8295124110422636,78.38063049316406
18.0,0.007887437481457222,-3.9728705151875814,-3.9649830810228983,2.9444426643221,77.71285247802734
19.0,0.007096362858746584,-3.9737505308787027,-3.966654175122579,2.9967209037981535,77.87979888916016
20.0,0.01346996622246456,-3.9707280294100444,-3.957258071899414,2.8305299893805853,78.13021850585938
-,-,-,-,-,78.63105010986328
