epoch,cls_loss,transfer_loss,total_loss,test_loss,test_acc
1.0,0.11582485441464814,0.02061816254630685,0.13644301679357887,0.6460615231802589,82.47077941894531
2.0,0.016140121641685254,0.01725838904082775,0.03339851067215204,0.8585283669986223,79.96660614013672
3.0,0.005775994345123763,0.016708002496510745,0.022483996834605932,0.8678938613126153,80.46744537353516
4.0,0.003182851847790516,0.016374825678765775,0.019557677472010256,0.9033800434125098,80.71785736083984
5.0,0.002482345953121694,0.016160054098814727,0.018642400065436958,0.9797103012862959,81.13522338867188
6.0,0.0013829192752245944,0.015997459772974253,0.017380379060283304,0.9377723039176903,80.63439178466797
7.0,0.0008577470080290368,0.015828473383560776,0.016686220407485963,0.9871268882171104,82.05342102050781
8.0,0.00164983734759835,0.015779683962464333,0.01742952134273946,0.8987112390367609,82.05342102050781
9.0,0.000925391580825817,0.015679395902901887,0.016604787526652218,0.9327030766167139,82.3873062133789
10.0,0.0012051564693076671,0.01555507024563849,0.01676022670418024,0.9266380526517567,82.22036743164062
11.0,0.0012747916499015446,0.01553795008175075,0.016812741762027145,0.9686857195276963,81.55258178710938
12.0,0.0007837779925225732,0.015523061741143466,0.01630683973990381,0.9243184308472433,82.47077941894531
13.0,0.0011558606490948478,0.01555394441448152,0.016709805067628623,0.9727477470510885,81.13522338867188
14.0,0.0004689782850798565,0.015428599936887622,0.01589757821522653,0.8914108395968613,82.05342102050781
15.0,0.00046387888413937617,0.015470300255343319,0.015934179179370404,0.9217123934312871,81.9699478149414
16.0,0.0004736777206965144,0.015413540421053766,0.015887218156829478,0.9121590973074106,82.55425262451172
17.0,0.00019711275202030266,0.015422028651461006,0.015619141461327672,0.8687134200805112,82.80467224121094
18.0,0.0005102993861462438,0.015437148574739695,0.015947447992861272,0.8820729962501087,83.30550384521484
19.0,0.000287758465356319,0.015425530822947621,0.015713289311155676,0.8791136976306964,82.13689422607422
20.0,0.00024505644531268447,0.01547505196556449,0.015720108462497592,0.9107328453346303,82.97161865234375
-,-,-,-,-,83.30550384521484
